Date,sender,text,category
2025-03-27 13:08:24,TNT,Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,notifs
2025-03-27 13:08:24,TNT,You're trying to access sites not included in your promo OR haven't subscribed to one yet.,notifs
2025-03-27 09:45:16,TNT,Walang laman ang e-wallet pang-load? TNT UTANG NA LOAD ka na muna! Get up to 1 GB or P50 load. Dial *5623# NOW!,notifs
2025-03-26 18:30:50,GOMO,"UNSTPPBL SPEED for all your gadgets at home! Get GOMO FIBER and enjoy speeds of up to 100Mbps for a one-time installation fee of just P999. Apply now and get FREE UNLI FIBER for 30 days! To apply, just open the GOMO app, select the SHOP tab, and look for GOMO Fiber. Offer is valid until March 31, 2025 only. No advisories? Text OFF to 2686 for free.",ads
2025-03-26 14:26:20,BDO Deals,"Last chance to get up to P300 cashback when you pay using BDO Pay at ACE Hardware, Our Home, and other participating SM Retail stores via Scan to Pay. T&Cs apply. DTI213132. Scan to Pay limit for Credit Card is up to the available credit limit. For Bank Account, the daily limit is P50,000. Download BDO Pay now!",ads
2025-03-26 09:04:22,TNT,Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,notifs
2025-03-26 09:04:22,TNT,You're trying to access sites not included in your promo OR haven't subscribed to one yet.,notifs
2025-03-25 22:58:30,TNT,Nag-expire na ang FREE 5G DATA mo.,notifs
2025-03-25 22:58:30,TNT,Tuloy ang Saya! Load SAYA ALL 99 sa smrt.ph/SmartApp para UNLI ang fave apps mo at may 6 GB ka pa! Kulang sa budget? May TNT Utang Na Load! Dial *5623# now!,notifs
2025-03-25 22:57:35,TNT,Tuloy ang Saya! Load SAYA ALL 99 sa smrt.ph/SmartApp para UNLI ang fave apps mo at may 6 GB ka pa! Kulang sa budget? May TNT Utang Na Load! Dial *5623# now!,notifs
2025-03-25 22:57:32,TNT,Tuloy ang Saya! Load SAYA ALL 99 sa smrt.ph/SmartApp para UNLI ang fave apps mo at may 6 GB ka pa! Kulang sa budget? May TNT Utang Na Load! Dial *5623# now!,notifs
2025-03-25 22:57:32,TNT,Nag-expire na ang Open Access Data mo.,notifs
2025-03-25 22:57:32,TNT,Tuloy ang Saya! Load SAYA ALL 99 sa smrt.ph/SmartApp para UNLI ang fave apps mo at may 6 GB ka pa! Kulang sa budget? May TNT Utang Na Load! Dial *5623# now!,notifs
2025-03-25 22:57:31,TNT,Nag-expire na ang Unli Calls mo.,notifs
2025-03-25 22:57:31,TNT,Nag-expire na ang FREE UNLI TIKTOK ARAW-ARAW mo.,notifs
2025-03-25 22:57:31,TNT,Nag-expire na ang Unli Texts mo.,notifs
2025-03-25 21:59:09,TNT,"Never run out of data. Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",notifs
2025-03-25 21:59:08,TNT,May 60 minutes ka na lang para gamitin ang FREE 5G DATA mo.,notifs
2025-03-25 21:57:08,TNT,"Never run out of data. Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",notifs
2025-03-25 21:57:08,TNT,"Never run out of data. Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",notifs
2025-03-25 21:57:07,TNT,May 60 minutes ka na lang sa FREE UNLI TIKTOK ARAW-ARAW mo.,notifs
2025-03-25 21:57:07,TNT,May 60 minutes ka na lang sa Open Access Data mo.,notifs
2025-03-25 21:57:07,TNT,"Always stay connected. Manage your subscriptions and check out the Smart App for Bigger & Longer Offers, No Expiry offer and MORE! smrt.ph/SmartApp",notifs
2025-03-25 21:57:07,TNT,"Always stay connected. Manage your subscriptions and check out the Smart App for Bigger & Longer Offers, No Expiry offer and MORE! smrt.ph/SmartApp",notifs
2025-03-25 21:57:06,TNT,May 60 minutes ka na lang sa Unli Calls mo.,notifs
2025-03-25 21:57:06,TNT,May 60 minutes ka na lang sa Unli Texts mo.,notifs
2025-03-24 15:59:19,BDO,Forget the hassle of cashing in and transferring funds from your bank account to an e-wallet. Want simple? Try BDO Pay. Download now!,notifs
2025-03-24 11:08:42,BDO,"The old Online Banking website will no longer be available on March 31, 2025. Log in to the new BDO Online website now to avoid any inconvenience. If you use the BDO Online or BDO Pay apps, log in with your username and password. Otherwise, log in with your old Online Banking website username and password. If you are unable to log in, go to ""Need help logging in?"" to retrieve your username or reset your password.",notifs
2025-03-23 03:12:21,TNT,"FREE DATA for you, KaTropa! Meron kang FREE 2.5 GB 5G DATA ACCESS dahil nagload ka ng TIKTOK SAYA 50 today! Load lang nang load at baka makakuha ka pa ng surprise freebies! Just go to https://smrt.ph/GetSmartApp o dial *123#",notifs
2025-03-22 22:56:45,TNT,Mas pahabain pa ang UNLI TIKTOK SAYA! Get up to 30 DAYS of UNLI Tiktok + 20 GB + Unli Calls & Texts. Load na at smrt.ph/SmartApp,notifs
2025-03-22 22:56:35,TNT,Tuloy ang Saya! May UNLI TikTok + 3 GB + Unli Calls & Texts ka na with TIKTOK SAYA 50 for 3 days.,notifs
2025-03-22 22:56:33,TNT,"Load NOW and check out Free Promo Load, Unli TikTok, Bigger & Longer Data, No Expiry Offers and MORE at smrt.ph/SmartApp!",notifs
2025-03-22 22:56:31,TNT,Your regular load is low on balance. Add Regular Load NOW to continue enjoying our promos and services.,notifs
2025-03-22 22:52:36,TNTLOAD,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",notifs
2025-03-22 22:52:35,TNTLOAD,1/2 22-Mar 22:52: P50 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:CCM9HNF0BX. Get MORE with PROMO LOAD in the Smart App!,notifs
2025-03-22 21:34:04,TNT,Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,notifs
2025-03-22 21:34:04,TNT,You're trying to access sites not included in your promo OR haven't subscribed to one yet.,notifs
2025-03-22 17:16:00,BDO Alert,#BDOStopScam: Make sure you're on the correct BDO Online website before logging in. Always type the official URL in your browser & DON'T CLICK LINKS!,notifs
2025-03-22 08:13:54,GCash,May budget ka pa rin kahit di pa payday! Maximize your GGives credit limit para tuloy-tuloy pa rin ang shopping this weekend! Tap Borrow > GGives on GCash now.,notifs
2025-03-20 16:19:48,BDO,Save your frequent billers & recipients as Favorites on the new BDO Online website for easier & faster transactions! Just click More > Manage Favorites. Log in now!,notifs
2025-03-20 12:53:13,TNT,Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,notifs
2025-03-20 12:53:13,TNT,You're trying to access sites not included in your promo OR haven't subscribed to one yet.,notifs
2025-03-20 11:08:33,TNT,"Nakapag-SAYA ALL 149 na ba ang lahat? 'Wag palalampasin ang chance to win a group date with Kathryn Bernardo at Joshua Garcia sa TNT Max Saya Bonding Raffle! To join: Text TNT25 to 5858 at abangan ang confirmation na kasali ka. For raffle entries: Load Saya All 149 from Feb 28-Mar 31. 1 promo = 1 raffle entry. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://www.tntph.com/Pages/Anibersaya2025",notifs
2025-03-20 08:14:21,BDO,"This is the final reminder to check your recent login using username and password to access BDO Online Banking or BDO Pay. Your account verification is almost complete. If this was not you, reset your password immediately.",notifs
2025-03-19 23:03:48,GCash,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1900.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 591199.",otp
2025-03-19 22:59:54,GCash,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 100.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 456332.",otp
2025-03-19 22:56:23,BDO OTP,"DO NOT SHARE YOUR OTP. You're making a digital transaction. Your One-Time PIN is 111349. If you did not make this request, change your password immediately and call BDO at (02) 8888-0000 for Local Numbers or (Intl. Access Code) 800-8-2255236 for International Numbers.",otp
2025-03-19 22:56:23,BDO,"We noticed a recent login using your Online Banking username and password in the BDO Online app on 03-19-2025 at 10:56 PM PHT. For your security, your account is currently being verified. Your access will temporarily be limited until verification has been completed. If this was not you, reset your password and call us immediately at (02) 8888-0000.",notifs
2025-03-19 22:50:28,BDO OTP,"Your One-Time PIN is 396649. DO NOT SHARE THIS WITH ANYONE. If you did not request for an OTP, pls call BDO at (02)8888-0000.",otp
2025-03-19 15:58:52,BDO Deals,"Last 2 weeks to enjoy cashback as you treat yourself to some beauty and fashion at SM, Watsons, Kultura, and other participating SM Retail stores. Get P100 every P2K spend, redeemable up to 3 times! T&Cs apply. DTI213132. Scan to Pay limit for Credit Card is up to the available credit limit. For Bank Account, the daily limit is P50,000. Download BDO Pay now!",ads
2025-03-18 16:32:40,BDO,"ADVISORY: The old Online Banking website will no longer be available on March 31, 2025. Log in to the new BDO Online website now to avoid any inconvenience. If you use the BDO Online or BDO Pay apps, log in with your username and password. Otherwise, log in with your old Online Banking website username and password. If you are unable to log in, go to ""Need help logging in?"" to retrieve your username or reset your password.",notifs
2025-03-18 15:01:38,TNT,"Nakapag-SAYA ALL 149 na ba ang lahat? 'Wag palalampasin ang chance to win a group date with Kathryn Bernardo at Joshua Garcia sa TNT Max Saya Bonding Raffle! To join: Text TNT25 to 5858 at abangan ang confirmation na kasali ka. For raffle entries: Load Saya All 149 from Feb 28-Mar 31. 1 promo = 1 raffle entry. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://www.tntph.com/Pages/Anibersaya2025",notifs
2025-03-18 10:34:40,TNT,Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,notifs
2025-03-18 10:34:40,TNT,You're trying to access sites not included in your promo OR haven't subscribed to one yet.,notifs
2025-03-17 16:47:19,BDO,Send Money seamlessly from your BDO account to another BDO account for FREE. Enjoy a minimal InstaPay fee of P10 for transfers to other banks and wallets. Download BDO Pay now!,notifs
2025-03-17 12:49:19,BDO,Logging in on the new BDO Online website is now more secure with push authentication through the BDO Online app. No need to wait for an OTP via SMS! Just make sure that push notifications are enabled on your device settings.,notifs
2025-03-16 18:24:26,TNT,Trouble in paradise? I-stream na ang The White Lotus at iba pang fave shows mo sa Max for as low as P149/month lang! I-download na ang Max app at pumunta sa https://smart.com.ph/shopmax para maka-subscribe gamit ang TNT load mo.,notifs
2025-03-16 15:12:05,RD PAWNSHOP,"Hi Mr/Ms <NAME>, RDCN 27458 can be claimed at any RDPawnshop, Penbank and TrueMoney branches. Please present valid ID. Thank you!",notifs
2025-03-16 14:01:34,GCash,Sagot ni GGives ang bigating shopping mo this weekend! Checkout with GGives para sa abot-kayang hulugan na up to 24 mos. Tap Borrow > GGives sa GCash app to view your available credit limit.,notifs
2025-03-15 16:38:41,TNT,"Uy, weekend na! Mag-binge watch gamit ang iyong FREE VIU VOUCHER! Mag-load lang ng TNT ALL DATA 99 with 2 GB data. May kasama rin itong FREE 7-day Viu Voucher, perfect pang-stream ng fave KDrama series mo! Load na sa Smart App https://smrt.ph/GetSmartApp DTI216150",notifs
2025-03-15 14:16:53,GOMO,"Happy payday, GOMO Fam! Wanna get more out of Shopee's Payday Sale? Convert your 3.5GB to a P50 Shopee voucher! Just open your GOMO PH app and go to the 'Mo Creds tab to start swappin'. No advisories? Text OFF to 2686 for free.",ads
2025-03-15 10:37:31,GOMO,"Fast, UNSTPPBL internet with GOMO Fiber! Apply and get FREE 30 Days UNLI FIBER with speeds up to 50Mbps for only P999. Hurry, this offer ends on March 31, 2025. So don't miss out! No advisories? Text OFF to 2686 for free.",ads
2025-03-14 20:15:34,BDO Alert,"#BDOStopScam: Mag-ingat sa text na may link, kahit galing sa ""BDO."" Gumagamit ng fake cell sites ang scammers to send these scam texts. Don't click links!",notifs
2025-03-14 14:58:17,GCash,"Kaya today ang bagong furnitures dahil walang downpayment ang installments ng GGives! On GCash, go to Borrow > GGives to view your credit limit.",notifs
2025-03-14 11:57:47,BDO,Add your Joint OR accounts on the new BDO Online website! Click Manage Accounts > Add Own Account. Log in now! Just use your existing username and password.,notifs
2025-03-13 21:20:24,LBCEXPRESS,Hi Ka-LBC! We will deliver your shipment 127400351158 today. Provide authorization & ID if not around. Photo may be taken as proof of delivery. Thanks,notifs
2025-03-13 09:39:08,TNT,"Nakapag-SAYA ALL 149 na ba ang lahat? 'Wag palalampasin ang chance to win a group date with Kathryn Bernardo at Joshua Garcia sa TNT Max Saya Bonding Raffle! To join: Text TNT25 to 5858 at abangan ang confirmation na kasali ka. For raffle entries: Load Saya All 149 from Feb 28-Mar 31. 1 promo = 1 raffle entry. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://www.tntph.com/Pages/Anibersaya2025",notifs
2025-03-11 16:21:45,BDO,"Manage accounts and transactions your way with BDO Online! Add, remove, or group accounts, update your profile, save and manage Favorites, schedule transactions and more! Log in now!",notifs
2025-03-11 14:30:48,BDO Deals,"Shop at SM Store, Our Home, Toy Kingdom, and other participating SM Retail stores. Get P100 cashback for every P2K spend w/ BDO Pay. T&Cs apply. DTI213132. Scan to Pay limit for Credit Card is up to the available credit limit. For Bank Account, the daily limit is P50,000. Download BDO Pay now!",ads
2025-03-11 09:49:02,TNT,"Nakapag-SAYA ALL 149 na ba ang lahat? 'Wag palalampasin ang chance to win a group date with Kathryn Bernardo at Joshua Garcia sa TNT Max Saya Bonding Raffle! To join: Text TNT25 to 5858 at abangan ang confirmation na kasali ka. For raffle entries: Load Saya All 149 from Feb 28-Mar 31. 1 promo = 1 raffle entry. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://www.tntph.com/Pages/Anibersaya2025",notifs
2025-03-10 14:07:59,GCash,"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 156.00 to Shopee Philippines Inc. Your OTP is 611434. If you DID NOT make this request, please ignore this message.",otp
2025-03-08 15:48:21,GCash,"Did you request to SEND MONEY to NH**L AL***N P.'s GCash number, 09564853683 with amount of PHP 25.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 559238.",otp
2025-03-08 00:03:53,TNT,Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,notifs
2025-03-08 00:03:53,TNT,You're trying to access sites not included in your promo OR haven't subscribed to one yet.,notifs
2025-03-07 15:34:38,GCash,Upgrade your gadget with GGives & pay in easy monthly installments! Tap Borrow > GGives in the GCash app to check your available credit limit now.,notifs
2025-03-07 10:46:38,GCash,Paubos na ang data! 'Pano ang win-streak? Palista muna ng EASYSURF50! Kaya today with Borrow Load.,notifs
2025-03-07 09:52:41,TNT,Isang linggo pa bago sweldo? Mag TNT UTANG NA LOAD ka muna para may pang up to 4hrs ng FB! Dial *5623# NOW!,notifs
2025-03-07 08:20:59,639568136334,"Your package PH255228007557M is out for delivery. Your rider is 09568136334. To report no attempt, please contact us at (02) 8539-4002.",notifs
2025-03-06 17:33:47,TNT,"Nakapag-SAYA ALL 149 na ba ang lahat? 'Wag palalampasin ang chance to win a group date with Kathryn Bernardo at Joshua Garcia sa TNT Max Saya Bonding Raffle! To join: Text TNT25 to 5858 at abangan ang confirmation na kasali ka. For raffle entries: Load Saya All 149 from Feb 28-Mar 31. 1 promo = 1 raffle entry. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://www.tntph.com/Pages/Anibersaya2025",notifs
2025-03-06 16:32:13,BDO,"View statements, reorder checkbooks, avail installment plans, request loan documents and more. Log in to BDO Online now and bank your way!",notifs
